name,latitude,longitude,amenity,highway,
Karur Vysya Bank,18.5030666,73.818513,bank,,
Manali,18.5027646,73.8288666,restaurant,,
Pavitra,18.5014649,73.8268161,restaurant,,
Swami,18.5080004,73.8350198,restaurant,,
Kalyani Veg,18.5457379,73.9058142,restaurant,,
Narayan Peth Police Chowki,18.5162004,73.8478649,police,,
The Bounty Sizzlers,18.5488016,73.9054218,restaurant,,
Padma Cafe,18.5094182,73.8300312,fast_food,,
Symbiosis Institute Of Technology,18.5412214,73.7274563,college,,
Café Coffee Day,18.5001122,73.8143802,cafe,,
Cafe Durga,18.5060236,73.817776,cafe,,
Konkan Express,18.4981982,73.8139826,restaurant,,
Sheetal,18.5024496,73.8161157,restaurant,,
Desai Bandhu Ambewale,18.5031476,73.818765,,,
Kimaya,18.5049037,73.8219181,restaurant,,
Lagu Bandhu,18.5076157,73.8297186,,,
Olivia,18.5054189,73.8232962,restaurant,,
Sadanand,18.505459,73.8232862,,,
Sai Driving School,18.5023626,73.8152963,driving_school,,
Rana,18.5023108,73.8050581,restaurant,,
Rakshak Society Chowk,18.5820092,73.7976175,,traffic_signals,
Patrya Maruti,18.5152989,73.8501817,place_of_worship,,
Casa Lolo,18.5169498,73.8339362,restaurant,,
Mainland China,18.5314274,73.8293605,restaurant,,
Infosys Cricket Ground,18.5975831,73.7092332,,,
Natraj,18.5020727,73.8562922,restaurant,,
Ramesh Super Market,18.5252664,73.8300383,,,
Shivaji Chowk,18.5913426,73.738919,,traffic_signals,
Ghar Kaa Khana,18.5941458,73.7333771,restaurant,,
Vithoba Temple,18.5097638,73.8016254,place_of_worship,,
Ramkrishna Paramhansnagar Sarvajanik Ganeshotsav Mandal,18.5103466,73.8032578,place_of_worship,,
Shri Laxmi Dhaam,18.5392072,73.7836645,social_facility,,
Makkah Masjid,18.5053068,73.8624537,place_of_worship,,
Farog E Nabavi Masjid,18.5063861,73.8626153,place_of_worship,,
Mominpura Kabrastan Masjid,18.5050814,73.8638276,place_of_worship,,
Station Masjid,18.5272351,73.8720631,place_of_worship,,
Khadki Police Station,18.5571921,73.8454253,police,,
Shani Mandir,18.5131263,73.8537361,place_of_worship,,
Tambdi Jogeshwari,18.5165314,73.8547653,place_of_worship,,
Eatsome,18.5032321,73.8216498,restaurant,,
Samarath Hotel,18.50746,73.8083522,restaurant,,
Royal Only Chicken,18.5103419,73.8164334,restaurant,,
BOI ATM,18.5093073,73.8142557,atm,,
Neel Medicals,18.5062595,73.8174209,pharmacy,,
Bike Gurus,18.5062639,73.8174548,,,
Shreeman Hotel,18.510417,73.8166493,bar,,
Naturals Icecream - Kothrud,18.502392,73.8157895,ice_cream,,
Thomas Cook,18.5056332,73.8175407,,,
cafe durga,18.5155055,73.8155019,cafe,,
Mini Market,18.5062267,73.8172561,,,
Central Bank of India,18.5059097,73.8169817,bank,,
Hotel Khybar,18.5177814,73.8436294,bar,,
Poonam Textiles,18.5169717,73.8434336,,,
Priyanka,18.5169142,73.8433826,,,
Sukanta,18.5169481,73.844257,restaurant,,
Yana Sizzlers,18.5279415,73.84293,restaurant,,
Dr. Chavan Clinic,18.5062105,73.8169503,clinic,,
Hotel Nimbalkar,18.4997954,73.8222785,restaurant,,
Mr. Gelato,18.5033991,73.8194485,cafe,,
Birdy's Cake Shop,18.503162,73.8200213,cafe,,
Citi Bank ATM,18.5032984,73.8202144,atm,,
Neeta Travels,18.5102252,73.8182838,,,
Vodafone Idea,18.5105633,73.8183811,,,
Andhra Bank,18.5234997,73.8468419,bank,,
Bal Shivaji Mitra Mandal,18.5044665,73.8386321,place_of_worship,,
Chetan Medicals,18.4987396,73.8389126,pharmacy,,
Volkswagen Pune West,18.5403032,73.8179407,,,
Bhagawati Mini Market,18.5062531,73.8173321,,,
Timex,18.5014884,73.8150532,,,
Asian Melange,18.5014463,73.8142232,restaurant,,
Krishna Drug Store,18.5100192,73.9282055,,,
Ranveer Medical,18.5098183,73.9281935,pharmacy,,
It's Miller Time,18.5096421,73.9281767,,,
Advanced Dental Care Center,18.5100712,73.9281663,dentist,,
Omkar Clinic & Sonography Center,18.5099987,73.9281637,doctors,,
my Dental Clinic,18.5094531,73.9285606,dentist,,
Chennai Express,18.5093984,73.9281865,restaurant,,
Dr. Dixit's Dental Speciality Clinic and Implant Centre,18.5655529,73.9180392,dentist,,
D. G. Copiers,18.5134685,73.8496565,,,
Kheliya,18.5011458,73.8255598,,,
Lokmanya Vachanalay,18.5086516,73.846209,library,,
Sujata Mastani,18.5117375,73.8520533,ice_cream,,
Sumitra,18.5039234,73.8211374,restaurant,,
Vishweshwar Bank,18.5079385,73.8348992,bank,,
Bal Tarun Mandal,18.5056058,73.8254594,place_of_worship,,
Bata,18.5170287,73.8434812,,,
Blackberrys,18.5196777,73.8452633,,,
"Cosmos Bank, Kothrud Branch",18.5038665,73.8201973,bank,,
"DNS Bank, Kothrud Branch",18.5019776,73.8148199,bank,,
Federal Bank,18.5233029,73.8474353,bank,,
"The Karad Urban Co-op Bank Ltd., Kothrud Branch",18.504852,73.8217985,bank,,
Zanbaqq,18.510171,73.8159984,restaurant,,
Adidas,18.521793,73.8469923,,,
Catholic Bank,18.5040675,73.9007899,bank,,
HSBC,18.5189172,73.8305248,bank,,
Kasba Peth Police Chowki,18.5204757,73.8560378,police,,
Navagraha Shani Mandir,18.519789,73.8562818,place_of_worship,,
Paud Phata Police Chowki,18.5064508,73.8245986,police,,
Fatima Convent Sahyadri Clinic,18.5045156,73.9008129,hospital,,
Samadhan,18.5157746,73.8564341,restaurant,,
Saraswat Bank,18.5041228,73.9007927,bank,,
"Saraswat Bank, Dahanukar Colony Branch",18.4959097,73.808853,bank,,
Tamboli Masjid,18.5161693,73.8598348,place_of_worship,,
Sonya Maruti,18.516055,73.8594099,place_of_worship,,
Gupte Hospital Of Accurate Diagnostics Pvt Ltd,18.519051,73.8398724,hospital,,
Rajmal Lakhichand Jewellers,18.5093845,73.8323123,,,
Andy's,18.5194753,73.7785948,restaurant,,
Gangar Eyenation,18.5086504,73.8308712,,,
Grahak Peth,18.5076531,73.8508179,,,
MR.DIY,18.5024596,73.802746,,,
Trikaya,18.519189,73.778669,restaurant,,
Chowgule Industries,18.501842,73.8697472,,,
"HDFC Bank, Shankarsheth Marg Branch",18.5019351,73.8693202,bank,,
Kothrud Petrol Circle,18.502417,73.8151546,car_wash,,
Swargate Police Station,18.5007921,73.8591594,police,,
Agraj,18.5093772,73.8480271,,,
Prabhag 51 B,18.5077591,73.8503217,,,
Saffron,18.5077877,73.8443855,restaurant,,
Chillies,18.5346916,73.9120424,restaurant,,
Mad Over Donuts,18.5192288,73.8454021,fast_food,,
St. Patrick's Cathedral,18.5088409,73.8982144,place_of_worship,,
Rajgad Petroleum,18.322444,73.8570873,fuel,,
Solaris Club,18.5569559,73.7959196,,,
Lotus Paediatrics Clinic,18.5576785,73.7935963,doctors,,
Dr Gupte Hospital,18.5576203,73.7936755,doctors,,
Girme Farms,18.5556959,73.7947787,,,
Royal Enfield,18.5585362,73.7922897,,,
Pancharatna Stores,18.5560799,73.7945132,,,
Priyam Novelties,18.5557315,73.7947063,,,
Maruti Care Point,18.5530717,73.8030453,,,
Accord Hospital,18.567225,73.7689211,hospital,,
DMart,18.5669885,73.7696587,,,
Om Dalvi Memorial Tennis School,18.5608474,73.8079872,,,
AIMS Hospital,18.5625409,73.8106962,hospital,,
Dr. Shamrao Kalmadi School,18.5621137,73.8111468,school,,
Pandit Bhimsen Joshi Kalamandir,18.5633545,73.8128903,theatre,,
Aundh Market,18.565648,73.8119247,marketplace,,
Vijay Sales,18.5551316,73.7974138,,,
SBI,18.4961742,73.8041568,atm,,
Pantaloons,18.5313129,73.8297192,,,
Sharao Lawns,18.5122671,73.8133078,restaurant,,
Swapna Poorti Hall,18.5194852,73.8168384,townhall,,
Shiv Samartha Hall and Garden,18.5125894,73.8137867,townhall,,
Vithal Kamat's,18.3196516,73.8589474,restaurant,,
mothers kitchen,18.5751542,73.7662351,restaurant,,
Kaka Halwai,18.5602962,73.806422,,,
"Naik Hospital, Pune",18.5102879,73.8594694,hospital,,
MedPlus,18.4871353,73.8150037,pharmacy,,
Crunchy and Crispy,18.484884,73.8161061,restaurant,,
Yes Bank,18.518568,73.936825,atm,,
96K,18.5254171,73.8413938,restaurant,,
Jay Ganesh,18.4942387,73.8344303,,,
Salt and Pepper,18.5081847,73.8503517,restaurant,,
Cafe Peter,18.5105251,73.7818758,cafe,,
Bavaria Motors,18.5198697,73.8738177,,,
"Janata Sahakari Bank, Kothrud Branch",18.5123208,73.83906,bank,,
Samarth Police Station,18.5203179,73.8696893,police,,
Shaniwar Peth Police Chowki,18.5200094,73.8500242,police,,
Shaniwar Veer Maruti Mandir,18.5194624,73.8518036,place_of_worship,,
Woodlands,18.5080934,73.83466,restaurant,,
Kailash Parbat,18.7117375,73.6525339,restaurant,,
Symbiosis Open School,18.5158542,73.8308867,school,,
Nishigandha,18.516772,73.8311754,,,
Viraaj Skoda,18.5188959,73.8314795,,,
Shalimar Hotel,18.5261949,73.8766929,,,
Viva Inn,18.5080071,73.7827827,,,
Syndicate Bank,18.5258909,73.8762877,bank,,
Ritz Hotel,18.5234559,73.8765561,,,
Lakme,18.5146404,73.8317306,,,
Shri Gurudev Datt Mandir,18.5163996,73.8346408,place_of_worship,,
FabIndia,18.5314631,73.8758999,,,
HAL Marut,18.5172576,73.8353667,,,
Prabhat Police Chowki,18.5145218,73.8333062,police,,
Saudagar,18.594098,73.7902498,restaurant,,
Le Plaisir,18.5181398,73.8380932,cafe,,
Kailas Bhel,18.3550616,73.8524099,fast_food,,
Sveekar,18.5064157,73.832361,restaurant,,
Indian Overseas Bank,18.6496044,73.7662788,bank,,
Madhukarrao Pavale Kaladalan,18.658532,73.777253,arts_centre,,
Pradhikaran Police Chowki,18.6621064,73.774177,police,,
Shitaladevi Aai Mandir,18.6504841,73.7834841,place_of_worship,,
Shiv Malhar Dugdhalay,18.6482478,73.7821038,,,
Bhavani Sweets,18.4473239,73.8103805,,,
Phul Pari Fruits and Vegetables Shop,18.4707002,73.8208968,,,
Brahma Garden,18.4737902,73.8221562,restaurant,,
Banyan Tree,18.4921268,73.8290703,restaurant,,
Cosmic Refrigeration,18.4436516,73.8220801,,,
Takshashila,18.4464329,73.834258,,,
SBI InTouch,18.565198,73.7740538,bank,,
Alive,18.5751481,73.774032,,,
Bharti Vidyapeeth English Medium School,18.57326,73.7752351,school,,
Renault,18.5551727,73.7713345,,,
"SVC Bank, Balewadi Branch",18.5739139,73.7766284,bank,,
Samsonite (Joglekar and Sons),18.5237544,73.8485578,,,
"Samruddhi Veg, Non-Veg Restaurant and Snacks",18.4467281,73.810231,restaurant,,
Ranka Jewellers,18.4829873,73.8268375,,,
Girija Matoshree,18.4900082,73.8270307,restaurant,,
Ambika Medicare,18.4471254,73.8105297,pharmacy,,
Mauli Snacks Center,18.4472417,73.8099931,fast_food,,
High Bliss,18.4470394,73.8167389,,,
Pul Deshpande Garden,18.4441312,73.8008065,,,
Mulik Palace,18.5491695,73.9067612,townhall,,
Citibank,18.4687024,73.8888472,atm,,
Satyanand Hospital,18.4707709,73.8886878,hospital,,
Shiv Parvati Gift and Toys Shoppee,18.4615223,73.8139446,,,
Red Rose Nursery,18.4468305,73.8264445,school,,
Ramesh Dyeing,18.4740061,73.8214626,,,
Royal Optic House,18.5081772,73.8307893,,,
U.J. Solanki,18.5135132,73.8602651,,,
Agatya,18.514425,73.8542899,restaurant,,
Bank O,18.6264548,73.8051057,atm,,
Nashik_Phata,18.6002901,73.8142896,metroStation,,
Monalisa Kalagram,18.5305204,73.90036,,,
Nature's Basket,18.5365194,73.8963504,,,
Mad House Grill,18.536566,73.8991446,restaurant,,
Kota Career Point - IIT & NEET Class - Grades 8th & 12th,18.5559857,73.9375401,,,
SPPU Guest Houe,18.5553725,73.8252303,shelter,,
"Reliance Mart , Fatima Nagar",18.5025271,73.9003371,,,
Meghmalhar,18.4443878,73.7975295,,,
Sayantara Club House,18.4437261,73.7950373,social_facility,,
Samudra,18.5079009,73.8315753,restaurant,,
Aavees,18.5103191,73.8340451,restaurant,,
Copper Chocs,18.5460794,73.7905045,,,
Dairy Don,18.5106587,73.8356461,,,
Janata Sahakari Bank Baner Branch,18.5595506,73.7905776,bank,,
Kobe Sizzlers,18.5148321,73.8289305,restaurant,,
Niranjan,18.5260651,73.8419578,restaurant,,
PMC Bank,18.5410211,73.7925951,bank,,
Samsung,18.5532967,73.7968764,,,
Saraswat Bank Baner Branch,18.555302,73.7961279,bank,,
Saraswat Bank Bavdhan Branch,18.5191714,73.7787025,bank,,
Saraswat Bank Pashan Branch,18.5413722,73.7930241,bank,,
Sehegal Autoriders,18.5138468,73.8286123,,,
ICICI,18.5120085,73.8289607,atm,,
3M Car Care,18.5514023,73.7914337,,,
Abhiruchi Sweets,18.4496975,73.8111649,,,
Ganga Bhagyoday,18.470349,73.8208294,,,
Rahane Arcade,18.4464172,73.8180297,,,
Jeevandip Stationery and Varieties,18.4511428,73.8112514,,,
New Maharashtra Bakers,18.4493237,73.810923,,,
Chandan Heights,18.4457403,73.8214789,,,
Santosh Hall,18.478362,73.8243037,community_centre,,
Savitri Garden Mangal Karyalaya,18.4472938,73.8072327,community_centre,,
Dwarka Corner,18.4485152,73.8107655,fast_food,,
Dhareshwar Medical and General Stores,18.4507175,73.8112256,pharmacy,,
Swagat Luxury Lodging,18.4448095,73.7871856,,,
Deepak Electronics and Electricals,18.4497428,73.8107698,,,
53 BT KAWDE RD.,18.5180975,73.9073985,,,
Shreemangal Palace,18.4710536,73.8210415,,,
Shamrao Vithal Co-operative (SVC) Bank Ltd.,18.4708901,73.8209384,bank,,
Chandrakant Residency A,18.4549416,73.8250136,,,
Jijai Palace,18.4544079,73.824805,,,
Jijai Heights,18.4545913,73.8248192,,,
D Palace,18.5176544,73.7801955,bar,,
Bora Hospital,18.511463,73.8625468,hospital,,
Shri Mandhar Devi Kalubai Mandir,18.4486108,73.8330513,place_of_worship,,
Sampada Sahakari Bank,18.4673022,73.818644,bank,,
Chandani Garden Restaurant and Bar,18.4642879,73.8190082,restaurant,,
New Kalyan Bhel,18.4758304,73.8229832,fast_food,,
Santosh Bhel,18.4787805,73.8244406,fast_food,,
The Cake and Cream Factory,18.481336,73.8261832,,,
Sukalyan,18.5087603,73.8163204,,,
Pankaj Society,18.5092277,73.816065,,,
Bhalchandra,18.5093022,73.8162847,,,
Shrikunjshri,18.5089814,73.816227,,,
Aditya Pure Veg.,18.5098818,73.8340488,restaurant,,
Spanish Corner,18.4471898,73.8286991,,,
State Bank of India ATM,18.5092352,73.8215006,bank,,
Bedekar Ganapati Mandir,18.5115085,73.8174668,place_of_worship,,
Rising Star Nursery,18.5145861,73.8158977,childcare,,
Ex-Servicemen Colony Post Office,18.5115141,73.8196472,post_office,,
HDFC Bank ATM,18.5107664,73.8200871,atm,,
Sai Residency,18.4483266,73.8154752,,,
Jumboking Vada Pav,18.5160792,73.842796,cafe,,
Patil Hospital,18.4791887,73.8247015,hospital,,
Hazrat Babajaan Dargah,18.5114355,73.8763288,place_of_worship,,
Kalyan Gate,18.3625613,73.7538176,,,
Pune Gate,18.3655651,73.7592159,,,
Citizen Bakery and Confectionery,18.4732006,73.8218714,,,
Siddhanath Pure Veg.,18.4476948,73.8295486,restaurant,,
Blue Cat Computer Shoppee,18.4783269,73.8238335,,,
Pramukh Medicals,18.4741113,73.8219101,pharmacy,,
W S Bakers,18.4484215,73.8315277,,,
MasterChef Restaurant and Bar,18.446348,73.8253409,restaurant,,
Asian College,18.44648,73.8207326,college,,
Durga Restaurant and Bar,18.4990512,73.8508435,restaurant,,
Bharat Vihar,18.5014406,73.8271366,,,
Shiv Shahi Complex,18.455644,73.8274524,,,
Union Bank,18.4425358,73.7992464,atm,,
Sinhagad Vikas Udyan,18.4656426,73.8176244,,,
PMC Swachata Griha,18.5169054,73.8444954,toilets,,
Dnyaneshwari Niwas,18.4485789,73.8330073,,,
Vrundavan Vihar,18.4476636,73.8296609,,,
Chandrat,18.5065163,73.818248,,,
Vijaya Smruti,18.5038408,73.8184076,,,
Saumitra,18.5009137,73.8268467,,,
Phul Pari Sweet Mall,18.4707446,73.8208968,,,
Mukta Residency,18.5382765,73.7823084,,,
Jagdamba Apartment,18.5370044,73.7828474,,,
Vitthal Complex,18.4510205,73.8298454,,,
Lake Vintage,18.5368784,73.7828508,,,
Bhakti Apartment,18.537304,73.7828828,,,
Kasarwadi,18.5890999,73.8231873,metroStation,,
Wonder Futura,18.4984881,73.7902975,,,
WS Bakers,18.5407605,73.8302241,,,
Satyam Shrey,18.5209055,73.7699445,,,
Shree Swami Landmark,18.4488879,73.8325804,,,
Pushpak Mangal Karyalaya and Garden,18.4725921,73.8218227,community_centre,,
Om Sai Collection,18.4747859,73.8225784,,,
Classic Rock Coffee Co.,18.549017,73.9063415,restaurant,,
Sumadhu Veg Restaurant,18.4896771,73.832051,restaurant,,
Purab,18.5150062,73.8425613,restaurant,,
Belbag Mandir,18.5156688,73.8556093,place_of_worship,,
Lakerya Maruti,18.5175688,73.8659234,place_of_worship,,
Vitthal Mandir,18.5125862,73.8435784,place_of_worship,,
Allen Solly,18.5183544,73.8441782,,,
Bags & Baggage,18.517382,73.8438311,,,
Bhajiram Mandir,18.5160196,73.8477647,place_of_worship,,
Corporation Bank,18.518195,73.8445681,bank,,
Deccan Corner,18.5163515,73.8423676,restaurant,,
Floyds 23,18.5190715,73.8452439,cafe,,
Footin,18.5173386,73.8437926,,,
Louis Philippe,18.5183994,73.8442031,,,
Marne Paan House,18.5166694,73.8431412,,,
Mayfair Tailors,18.516697,73.8432086,,,
Metro Optician,18.5166853,73.8432016,,,
Mochi,18.5163161,73.8423676,,,
Peter England,18.5174924,73.843912,,,
Ravindra,18.5172573,73.8437168,,,
SVC Bank,18.5182807,73.8439874,bank,,
Shoe Paradise,18.5182364,73.8446007,,,
Roshal Garden,18.6291755,73.8517596,restaurant,,
Shiv Medico,18.4545244,73.8118802,pharmacy,,
Hotel Abhijeet New Sweet Home,18.5135819,73.8518395,,,
Maruti Mandir,18.5124787,73.805967,place_of_worship,,
Laxmi Mutton Shop,18.5558268,73.8181944,,,
Mia Cuccina,18.5377222,73.8989649,restaurant,,
Toscano Pune Koregaon Park,18.5329864,73.8968166,restaurant,,
Yogi Tree Cafe,18.5412531,73.8876529,cafe,,
Naivedyam,18.4973177,73.8539536,restaurant,,
Bhau's Cafe,18.5440664,73.7816736,cafe,,
SD Cafe,18.5440073,73.7817491,cafe,,
Namaskaar,18.5440037,73.7820129,restaurant,,
Pagdandi,18.5523223,73.7931643,cafe,,
Nakshatra,18.5430632,73.7804692,restaurant,,
Om Sai Burger,18.5441534,73.7812358,fast_food,,
Egg Bhurji,18.5441023,73.7812852,fast_food,,
Shakti Wines,18.5436635,73.7859974,,,
V.M. Gany Sports Complex & Pavilion,18.504507,73.8763368,college,,
Anglo Urdu Boys High School,18.5050361,73.874985,school,,
State Bank ATM,18.546023,73.7904805,atm,,
Pune Institute of Computer Technology,18.4575638,73.8507352,college,,
The Breakfast Cafe,18.5233913,73.7804892,cafe,,
Hotel Surabhi,18.5029247,73.7610515,restaurant,,
Sunita Fabrics,18.511355,73.8780868,,,
Phugewadi,18.5803778,73.8282887,metroStation,,
Kailash Cold Drink House,18.5114711,73.8781232,cafe,,
Raj Chemist,18.5114771,73.8782146,pharmacy,,
Bharat Opticians,18.5115017,73.876865,,,
URO Fitness Club,18.4682063,73.8196243,,,
Namrata Electronics,18.4684906,73.8191451,,,
Hanuman & Shani Mandir,18.6130233,73.7828722,place_of_worship,,
points hostel Diat pune,18.4173415,73.7644103,,,
Bharat Petrol Pump,18.5729698,73.8348309,fuel,,
Courtyard Marriott,18.7452325,73.7885028,,,
Olivinos,18.4804056,73.9315331,restaurant,,
Ginger hotel,18.6075994,73.7515903,,,
Nanded City Fire Station,18.4602367,73.7964936,fire_station,,
Mahesh Sahkari Bank Ltd,18.5576157,73.8047243,bank,,
TJSB Bank,18.5576122,73.8045959,bank,,
SCoS General Store,18.4619526,73.8323277,,,
Rude Lounge,18.5618317,73.9180056,restaurant,,
Punjab bank,18.5139221,73.8348707,bank,,
Manyavar,18.5155532,73.8536153,,,
Natraj Book Depot,18.5165817,73.8549868,,,
Gulmohor Banquet,18.4630814,73.8166378,community_centre,,
Big Bazaar,18.46308,73.8165076,,,
Amida Fitness Club,18.4632284,73.8166331,,,
Abhiruchi Terrace Restaurant,18.4627353,73.8164543,restaurant,,
Lonkar wasti,18.5263752,73.9539218,restaurant,,
Conrad Pune,18.5351646,73.8831426,,,
cykler,18.5034954,73.8197765,,,
43 Madhughat hou soc,18.6330799,73.8399757,pub,,
Marriott Suites Pune,18.5334614,73.9106668,,,
DRDO Diat Guest House ,18.4294917,73.7692929,,,
D-Mart,18.4935105,73.9345047,,,
Amul Ice Cream,18.4936791,73.9329734,fast_food,,
my home,18.4657538,73.8162884,,,
cloud 9,18.4772699,73.9107243,,,
Jockey,18.5001234,73.8225826,,,
JM beer shopee,18.5621294,73.8030476,,,
مطعم العرب,18.4759896,73.8917034,restaurant,,
Ganesh Chowk,18.4628735,73.8459026,,turning_circle,
Homoeopathic Medical College,18.4597522,73.854721,college,,
Hotel Janjira,18.5103602,73.8157272,restaurant,,
Godrej's Natures Basket,18.536754,73.8974099,,,
Theophile,18.5328898,73.8985035,,,
The Sassy Spoon Pune,18.5339401,73.8987288,restaurant,,
Jijau upahar,18.5005376,73.8578015,fast_food,,
Pataleshwar cave temple,18.5269463,73.8498456,place_of_worship,,
Vivek Hairdressers,18.5065819,73.8446491,,,
Himali Society Gym,18.5027857,73.8320029,,,
Himali Canteen,18.503351,73.8323972,cafe,,
Coffee and Bread Art Cafe,18.5040027,73.8308185,cafe,,
Perio,18.5039441,73.8307951,,,
Surya Veg/Non Veg,18.5040052,73.83098,restaurant,,
Umesh Ceramics,18.5043493,73.8308875,,,
Mankar Dosa Centre,18.4993581,73.8264883,fast_food,,
Ganesh Bhel,18.5004707,73.8265347,fast_food,,
Papillon,18.4996048,73.8269382,,,
Abhinava Vidyalaya,18.5036978,73.8255276,school,,
Government Aided School,18.5035861,73.8241285,school,,
Reliance Trends,18.50437,73.8335296,,,
Kaka's,18.4892528,74.0247856,,,
Red Chillies,18.4885755,74.0245442,restaurant,,
Tech Mahindra Food court,18.5813816,73.6891372,restaurant,,
Tanishq,18.475912,73.8225104,,,
royal,18.515394,73.8666084,,,
Ramdara Temple,18.4437335,74.0174368,place_of_worship,,
Lalit Kala Kendra,18.5525375,73.8258551,school,,
Sagar Men's Parlour,18.5167358,73.7815834,,,
Mahalaxmi Hardware,18.5168414,73.7815098,,,
उपहारगृह,18.5471692,73.8320871,restaurant,,
Dapodi,18.5645789,73.8309112,metroStation,,
One O Eight,18.5370853,73.8987605,restaurant,,
Treebo Hotels Guest House,18.53323,73.8873459,,,
Joy Foods,18.5332739,73.8872318,restaurant,,
Kusumbai Motichand Planetarium,18.5107563,73.8448023,planetarium,,
